country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($)
Trinidad and Tobago,2010,male,35-54 years,48,181184,26.49,"22,157,948,396",18000
Trinidad and Tobago,2010,male,55-74 years,21,94335,22.26,"22,157,948,396",18000
Trinidad and Tobago,2010,male,15-24 years,17,110950,15.32,"22,157,948,396",18000
Trinidad and Tobago,2010,female,15-24 years,9,108605,8.29,"22,157,948,396",18000
Trinidad and Tobago,2010,female,25-34 years,9,116210,7.74,"22,157,948,396",18000
Trinidad and Tobago,2010,female,35-54 years,8,183641,4.36,"22,157,948,396",18000
Trinidad and Tobago,2010,female,55-74 years,4,102440,3.9,"22,157,948,396",18000
Trinidad and Tobago,2010,female,5-14 years,1,87897,1.14,"22,157,948,396",18000
Trinidad and Tobago,2010,male,5-14 years,1,90237,1.11,"22,157,948,396",18000
Trinidad and Tobago,2010,female,75+ years,0,24200,0,"22,157,948,396",18000
Trinidad and Tobago,2011,male,75+ years,5,15189,32.92,"25,433,011,405",20557
Trinidad and Tobago,2011,male,35-54 years,41,181905,22.54,"25,433,011,405",20557
Trinidad and Tobago,2011,male,55-74 years,21,97186,21.61,"25,433,011,405",20557
Trinidad and Tobago,2011,male,25-34 years,25,119254,20.96,"25,433,011,405",20557
Trinidad and Tobago,2011,male,15-24 years,20,106653,18.75,"25,433,011,405",20557
Trinidad and Tobago,2011,female,25-34 years,8,118786,6.73,"25,433,011,405",20557
Trinidad and Tobago,2011,female,15-24 years,5,104361,4.79,"25,433,011,405",20557
Trinidad and Tobago,2011,female,35-54 years,8,184776,4.33,"25,433,011,405",20557
Trinidad and Tobago,2011,female,55-74 years,4,105486,3.79,"25,433,011,405",20557
Trinidad and Tobago,2011,female,5-14 years,2,88170,2.27,"25,433,011,405",20557
Trinidad and Tobago,2011,female,75+ years,0,24863,0,"25,433,011,405",20557
Trinidad and Tobago,2011,male,5-14 years,0,90557,0,"25,433,011,405",20557
Turkey,2009,male,75+ years,33,806623,4.09,"644,639,902,581",9773
Turkey,2009,male,55-74 years,130,3897113,3.34,"644,639,902,581",9773
Turkey,2009,male,35-54 years,287,9160329,3.13,"644,639,902,581",9773
Turkey,2009,male,25-34 years,189,6272520,3.01,"644,639,902,581",9773
Turkey,2009,male,15-24 years,139,6380792,2.18,"644,639,902,581",9773
Turkey,2009,female,75+ years,17,1170072,1.45,"644,639,902,581",9773
Turkey,2009,female,15-24 years,74,6097408,1.21,"644,639,902,581",9773
Turkey,2009,female,55-74 years,38,4301203,0.88,"644,639,902,581",9773
Turkey,2009,female,25-34 years,44,6101898,0.72,"644,639,902,581",9773
Turkey,2009,female,35-54 years,58,9027289,0.64,"644,639,902,581",9773
Turkey,2009,male,5-14 years,23,6542691,0.35,"644,639,902,581",9773
Turkey,2009,female,5-14 years,18,6204481,0.29,"644,639,902,581",9773
Turkey,2010,male,75+ years,63,841083,7.49,"771,901,768,698",11525
Turkey,2010,male,35-54 years,397,9318882,4.26,"771,901,768,698",11525
Turkey,2010,male,55-74 years,175,4131848,4.24,"771,901,768,698",11525
Turkey,2010,male,25-34 years,248,6363299,3.9,"771,901,768,698",11525
Turkey,2010,male,15-24 years,238,6411111,3.71,"771,901,768,698",11525
Turkey,2010,female,75+ years,28,1226764,2.28,"771,901,768,698",11525
Turkey,2010,female,15-24 years,95,6118805,1.55,"771,901,768,698",11525
Turkey,2010,female,55-74 years,57,4537405,1.26,"771,901,768,698",11525
Turkey,2010,female,35-54 years,110,9153406,1.2,"771,901,768,698",11525
Turkey,2010,female,25-34 years,61,6170592,0.99,"771,901,768,698",11525
Turkey,2010,male,5-14 years,27,6519482,0.41,"771,901,768,698",11525
Turkey,2010,female,5-14 years,25,6182454,0.4,"771,901,768,698",11525
Turkey,2011,male,75+ years,45,860492,5.23,"832,523,681,194",12237
Turkey,2011,male,55-74 years,162,4380447,3.7,"832,523,681,194",12237
Turkey,2011,male,35-54 years,266,9478566,2.81,"832,523,681,194",12237
Turkey,2011,male,25-34 years,180,6458549,2.79,"832,523,681,194",12237
Turkey,2011,male,15-24 years,177,6416997,2.76,"832,523,681,194",12237
Turkey,2011,female,15-24 years,83,6126637,1.35,"832,523,681,194",12237
Turkey,2011,female,75+ years,15,1274924,1.18,"832,523,681,194",12237
Turkey,2011,female,25-34 years,60,6266330,0.96,"832,523,681,194",12237
Turkey,2011,female,35-54 years,82,9296163,0.88,"832,523,681,194",12237
Turkey,2011,female,55-74 years,35,4781947,0.73,"832,523,681,194",12237
Turkey,2011,female,5-14 years,23,6178913,0.37,"832,523,681,194",12237
Turkey,2011,male,5-14 years,20,6514392,0.31,"832,523,681,194",12237
Turkey,2012,male,75+ years,58,886919,6.54,"873,982,246,102",12671
Turkey,2012,male,35-54 years,399,9718299,4.11,"873,982,246,102",12671
Turkey,2012,male,55-74 years,180,4532575,3.97,"873,982,246,102",12671
Turkey,2012,male,25-34 years,227,6494243,3.5,"873,982,246,102",12671
Turkey,2012,male,15-24 years,184,6425966,2.86,"873,982,246,102",12671
Turkey,2012,female,75+ years,23,1325413,1.74,"873,982,246,102",12671
Turkey,2012,female,15-24 years,94,6140942,1.53,"873,982,246,102",12671
Turkey,2012,female,25-34 years,78,6314493,1.24,"873,982,246,102",12671
Turkey,2012,female,35-54 years,113,9539648,1.18,"873,982,246,102",12671
Turkey,2012,female,55-74 years,55,4925454,1.12,"873,982,246,102",12671
Turkey,2012,male,5-14 years,24,6503156,0.37,"873,982,246,102",12671
Turkey,2012,female,5-14 years,15,6169331,0.24,"873,982,246,102",12671
Turkey,2013,male,75+ years,76,915690,8.3,"950,579,413,279",13603
Turkey,2013,male,55-74 years,239,4664864,5.12,"950,579,413,279",13603
Turkey,2013,male,35-54 years,477,9982233,4.78,"950,579,413,279",13603
Turkey,2013,male,25-34 years,285,6491205,4.39,"950,579,413,279",13603
Turkey,2013,male,15-24 years,253,6461036,3.92,"950,579,413,279",13603
Turkey,2013,female,15-24 years,133,6177538,2.15,"950,579,413,279",13603
Turkey,2013,female,75+ years,29,1374051,2.11,"950,579,413,279",13603
Turkey,2013,female,55-74 years,73,5052537,1.44,"950,579,413,279",13603
Turkey,2013,female,25-34 years,87,6322406,1.38,"950,579,413,279",13603
Turkey,2013,female,35-54 years,118,9808886,1.2,"950,579,413,279",13603
Turkey,2013,female,5-14 years,23,6148825,0.37,"950,579,413,279",13603
Turkey,2013,male,5-14 years,17,6481081,0.26,"950,579,413,279",13603
Turkey,2014,male,75+ years,66,952449,6.93,"934,185,915,467",13170
Turkey,2014,male,55-74 years,225,4851259,4.64,"934,185,915,467",13170
Turkey,2014,male,15-24 years,260,6517033,3.99,"934,185,915,467",13170
Turkey,2014,male,35-54 years,394,10244541,3.85,"934,185,915,467",13170
Turkey,2014,male,25-34 years,243,6484352,3.75,"934,185,915,467",13170
Turkey,2014,female,15-24 years,114,6220032,1.83,"934,185,915,467",13170
Turkey,2014,female,75+ years,23,1426848,1.61,"934,185,915,467",13170
Turkey,2014,female,55-74 years,79,5233238,1.51,"934,185,915,467",13170
Turkey,2014,female,35-54 years,109,10070621,1.08,"934,185,915,467",13170
Turkey,2014,female,25-34 years,65,6325398,1.03,"934,185,915,467",13170
Turkey,2014,male,5-14 years,21,6469621,0.32,"934,185,915,467",13170
Turkey,2014,female,5-14 years,18,6136028,0.29,"934,185,915,467",13170
Turkey,2015,male,75+ years,61,986961,6.18,"859,796,872,794",11961
Turkey,2015,male,55-74 years,223,5079228,4.39,"859,796,872,794",11961
Turkey,2015,male,25-34 years,241,6452161,3.74,"859,796,872,794",11961
Turkey,2015,male,35-54 years,385,10466600,3.68,"859,796,872,794",11961
Turkey,2015,male,15-24 years,207,6573627,3.15,"859,796,872,794",11961
Turkey,2015,female,15-24 years,131,6267398,2.09,"859,796,872,794",11961
Turkey,2015,female,75+ years,25,1479388,1.69,"859,796,872,794",11961
Turkey,2015,female,25-34 years,72,6288287,1.14,"859,796,872,794",11961
Turkey,2015,female,35-54 years,109,10293526,1.06,"859,796,872,794",11961
Turkey,2015,female,55-74 years,42,5456986,0.77,"859,796,872,794",11961
Turkey,2015,female,5-14 years,18,6100840,0.3,"859,796,872,794",11961
Turkey,2015,male,5-14 years,18,6435462,0.28,"859,796,872,794",11961
Turkmenistan,2005,male,25-34 years,102,376109,27.12,"8,104,355,717",1906
Turkmenistan,2005,male,35-54 years,124,497010,24.95,"8,104,355,717",1906
Turkmenistan,2005,male,15-24 years,107,507129,21.1,"8,104,355,717",1906
Turkmenistan,2005,male,55-74 years,28,149270,18.76,"8,104,355,717",1906
Turkmenistan,2005,male,75+ years,4,24983,16.01,"8,104,355,717",1906
Turkmenistan,2005,female,15-24 years,40,504111,7.93,"8,104,355,717",1906
Turkmenistan,2005,female,25-34 years,26,378566,6.87,"8,104,355,717",1906
Turkmenistan,2005,female,55-74 years,7,175542,3.99,"8,104,355,717",1906
Turkmenistan,2005,female,35-54 years,17,542813,3.13,"8,104,355,717",1906
Turkmenistan,2005,female,75+ years,1,48752,2.05,"8,104,355,717",1906
Turkmenistan,2005,male,5-14 years,9,530120,1.7,"8,104,355,717",1906
Turkmenistan,2005,female,5-14 years,3,518125,0.58,"8,104,355,717",1906
Turkmenistan,2006,male,25-34 years,111,382190,29.04,"10,277,598,152",2397
Turkmenistan,2006,male,35-54 years,132,508377,25.96,"10,277,598,152",2397
Turkmenistan,2006,male,15-24 years,104,517620,20.09,"10,277,598,152",2397
Turkmenistan,2006,male,75+ years,5,26310,19,"10,277,598,152",2397
Turkmenistan,2006,male,55-74 years,28,152468,18.36,"10,277,598,152",2397
Turkmenistan,2006,female,15-24 years,62,514281,12.06,"10,277,598,152",2397
Turkmenistan,2006,female,35-54 years,23,553688,4.15,"10,277,598,152",2397
Turkmenistan,2006,female,25-34 years,16,385454,4.15,"10,277,598,152",2397
Turkmenistan,2006,female,75+ years,2,49893,4.01,"10,277,598,152",2397
Turkmenistan,2006,female,55-74 years,7,180084,3.89,"10,277,598,152",2397
Turkmenistan,2006,male,5-14 years,12,514454,2.33,"10,277,598,152",2397
Turkmenistan,2006,female,5-14 years,4,502831,0.8,"10,277,598,152",2397
Turkmenistan,2007,male,25-34 years,77,389981,19.74,"12,664,165,103",2916
Turkmenistan,2007,male,35-54 years,92,520854,17.66,"12,664,165,103",2916
Turkmenistan,2007,male,55-74 years,23,157465,14.61,"12,664,165,103",2916
Turkmenistan,2007,male,15-24 years,67,530314,12.63,"12,664,165,103",2916
Turkmenistan,2007,male,75+ years,2,27254,7.34,"12,664,165,103",2916
Turkmenistan,2007,female,15-24 years,37,526222,7.03,"12,664,165,103",2916
Turkmenistan,2007,female,25-34 years,18,393748,4.57,"12,664,165,103",2916
Turkmenistan,2007,female,75+ years,2,50546,3.96,"12,664,165,103",2916
Turkmenistan,2007,female,55-74 years,7,187318,3.74,"12,664,165,103",2916
Turkmenistan,2007,female,35-54 years,17,565599,3.01,"12,664,165,103",2916
Turkmenistan,2007,male,5-14 years,8,502373,1.59,"12,664,165,103",2916
Turkmenistan,2007,female,5-14 years,4,490983,0.81,"12,664,165,103",2916
Turkmenistan,2008,male,15-24 years,130,542946,23.94,"19,271,523,179",4368
Turkmenistan,2008,male,25-34 years,94,399182,23.55,"19,271,523,179",4368
Turkmenistan,2008,male,35-54 years,120,533999,22.47,"19,271,523,179",4368
Turkmenistan,2008,female,15-24 years,64,537815,11.9,"19,271,523,179",4368
Turkmenistan,2008,male,55-74 years,18,163900,10.98,"19,271,523,179",4368
Turkmenistan,2008,male,75+ years,2,27996,7.14,"19,271,523,179",4368
Turkmenistan,2008,female,25-34 years,26,403248,6.45,"19,271,523,179",4368
Turkmenistan,2008,female,75+ years,2,50970,3.92,"19,271,523,179",4368
Turkmenistan,2008,female,55-74 years,6,196586,3.05,"19,271,523,179",4368
Turkmenistan,2008,female,35-54 years,10,578059,1.73,"19,271,523,179",4368
Turkmenistan,2008,female,5-14 years,6,483074,1.24,"19,271,523,179",4368
Turkmenistan,2008,male,5-14 years,6,494360,1.21,"19,271,523,179",4368
Turkmenistan,2009,male,15-24 years,47,551843,8.52,"20,214,385,965",4508
Turkmenistan,2009,male,75+ years,2,28728,6.96,"20,214,385,965",4508
Turkmenistan,2009,male,25-34 years,28,409223,6.84,"20,214,385,965",4508
Turkmenistan,2009,male,35-54 years,33,546900,6.03,"20,214,385,965",4508
Turkmenistan,2009,male,55-74 years,7,171156,4.09,"20,214,385,965",4508
Turkmenistan,2009,female,15-24 years,20,545660,3.67,"20,214,385,965",4508
Turkmenistan,2009,female,25-34 years,14,413552,3.39,"20,214,385,965",4508
Turkmenistan,2009,male,5-14 years,8,490138,1.63,"20,214,385,965",4508
Turkmenistan,2009,female,35-54 years,3,590092,0.51,"20,214,385,965",4508
Turkmenistan,2009,female,55-74 years,1,206817,0.48,"20,214,385,965",4508
Turkmenistan,2009,female,5-14 years,2,478874,0.42,"20,214,385,965",4508
Turkmenistan,2009,female,75+ years,0,51484,0,"20,214,385,965",4508
Turkmenistan,2010,male,25-34 years,40,419805,9.53,"22,583,157,895",4962
Turkmenistan,2010,male,15-24 years,42,554957,7.57,"22,583,157,895",4962
Turkmenistan,2010,male,75+ years,2,29510,6.78,"22,583,157,895",4962
Turkmenistan,2010,male,35-54 years,35,559144,6.26,"22,583,157,895",4962
Turkmenistan,2010,male,55-74 years,10,178934,5.59,"22,583,157,895",4962
Turkmenistan,2010,female,15-24 years,22,547882,4.02,"22,583,157,895",4962
Turkmenistan,2010,female,25-34 years,9,424446,2.12,"22,583,157,895",4962
Turkmenistan,2010,female,35-54 years,9,601270,1.5,"22,583,157,895",4962
Turkmenistan,2010,female,5-14 years,5,477152,1.05,"22,583,157,895",4962
Turkmenistan,2010,female,55-74 years,2,217434,0.92,"22,583,157,895",4962
Turkmenistan,2010,male,5-14 years,2,488434,0.41,"22,583,157,895",4962
Turkmenistan,2010,female,75+ years,0,52217,0,"22,583,157,895",4962
Turkmenistan,2011,male,35-54 years,33,572095,5.77,"29,233,333,333",6319
Turkmenistan,2011,male,15-24 years,27,554571,4.87,"29,233,333,333",6319
Turkmenistan,2011,male,25-34 years,20,432553,4.62,"29,233,333,333",6319
Turkmenistan,2011,male,55-74 years,8,186985,4.28,"29,233,333,333",6319
Turkmenistan,2011,female,15-24 years,20,546522,3.66,"29,233,333,333",6319
Turkmenistan,2011,male,75+ years,1,31435,3.18,"29,233,333,333",6319
Turkmenistan,2011,female,55-74 years,5,228201,2.19,"29,233,333,333",6319
Turkmenistan,2011,female,35-54 years,8,613486,1.3,"29,233,333,333",6319
Turkmenistan,2011,female,25-34 years,5,437221,1.14,"29,233,333,333",6319
Turkmenistan,2011,male,5-14 years,2,490065,0.41,"29,233,333,333",6319
Turkmenistan,2011,female,5-14 years,1,478619,0.21,"29,233,333,333",6319
Turkmenistan,2011,female,75+ years,0,54342,0,"29,233,333,333",6319
Turkmenistan,2012,male,35-54 years,39,584037,6.68,"35,164,210,526",7498
Turkmenistan,2012,male,15-24 years,35,547952,6.39,"35,164,210,526",7498
Turkmenistan,2012,male,25-34 years,23,444997,5.17,"35,164,210,526",7498
Turkmenistan,2012,female,15-24 years,18,539169,3.34,"35,164,210,526",7498
Turkmenistan,2012,male,75+ years,1,33321,3,"35,164,210,526",7498
Turkmenistan,2012,male,55-74 years,5,195269,2.56,"35,164,210,526",7498
Turkmenistan,2012,female,25-34 years,9,449631,2,"35,164,210,526",7498
Turkmenistan,2012,female,35-54 years,4,624535,0.64,"35,164,210,526",7498
Turkmenistan,2012,female,5-14 years,2,481962,0.41,"35,164,210,526",7498
Turkmenistan,2012,male,5-14 years,2,493572,0.41,"35,164,210,526",7498
Turkmenistan,2012,female,55-74 years,0,239090,0,"35,164,210,526",7498
Turkmenistan,2012,female,75+ years,0,56523,0,"35,164,210,526",7498
Turkmenistan,2013,male,35-54 years,28,595499,4.7,"39,197,543,860",8255
Turkmenistan,2013,male,25-34 years,21,457380,4.59,"39,197,543,860",8255
Turkmenistan,2013,male,15-24 years,19,537146,3.54,"39,197,543,860",8255
Turkmenistan,2013,female,15-24 years,16,527829,3.03,"39,197,543,860",8255
Turkmenistan,2013,male,75+ years,1,34794,2.87,"39,197,543,860",8255
Turkmenistan,2013,male,55-74 years,4,204156,1.96,"39,197,543,860",8255
Turkmenistan,2013,female,25-34 years,8,461848,1.73,"39,197,543,860",8255
Turkmenistan,2013,female,35-54 years,3,634920,0.47,"39,197,543,860",8255
Turkmenistan,2013,female,55-74 years,1,250752,0.4,"39,197,543,860",8255
Turkmenistan,2013,female,5-14 years,0,486814,0,"39,197,543,860",8255
Turkmenistan,2013,female,75+ years,0,58313,0,"39,197,543,860",8255
Turkmenistan,2013,male,5-14 years,0,498604,0,"39,197,543,860",8255
Turkmenistan,2014,male,35-54 years,39,607630,6.42,"43,524,210,526",9046
Turkmenistan,2014,male,25-34 years,23,470459,4.89,"43,524,210,526",9046
Turkmenistan,2014,female,15-24 years,23,515853,4.46,"43,524,210,526",9046
Turkmenistan,2014,male,15-24 years,20,525603,3.81,"43,524,210,526",9046
Turkmenistan,2014,male,55-74 years,7,214266,3.27,"43,524,210,526",9046
Turkmenistan,2014,female,25-34 years,14,474487,2.95,"43,524,210,526",9046
Turkmenistan,2014,female,55-74 years,3,264297,1.14,"43,524,210,526",9046
Turkmenistan,2014,female,35-54 years,4,645711,0.62,"43,524,210,526",9046
Turkmenistan,2014,male,5-14 years,3,505170,0.59,"43,524,210,526",9046
Turkmenistan,2014,female,5-14 years,0,493148,0,"43,524,210,526",9046
Turkmenistan,2014,female,75+ years,0,59137,0,"43,524,210,526",9046
Turkmenistan,2014,male,75+ years,0,35466,0,"43,524,210,526",9046
Turkmenistan,2015,male,35-54 years,38,620958,6.12,"35,799,628,571",7326
Turkmenistan,2015,male,15-24 years,31,515349,6.02,"35,799,628,571",7326
Turkmenistan,2015,female,15-24 years,21,505233,4.16,"35,799,628,571",7326
Turkmenistan,2015,male,55-74 years,7,225820,3.1,"35,799,628,571",7326
Turkmenistan,2015,male,25-34 years,15,484397,3.1,"35,799,628,571",7326
Turkmenistan,2015,female,25-34 years,11,487637,2.26,"35,799,628,571",7326
Turkmenistan,2015,female,75+ years,1,58753,1.7,"35,799,628,571",7326
Turkmenistan,2015,female,55-74 years,3,280211,1.07,"35,799,628,571",7326
Turkmenistan,2015,female,35-54 years,5,657432,0.76,"35,799,628,571",7326
Turkmenistan,2015,male,5-14 years,1,513926,0.19,"35,799,628,571",7326
Turkmenistan,2015,female,5-14 years,0,501611,0,"35,799,628,571",7326
Turkmenistan,2015,male,75+ years,0,35187,0,"35,799,628,571",7326
Ukraine,2005,male,75+ years,561,800543,70.08,"86,142,018,069",1917
Ukraine,2005,male,35-54 years,3771,6387431,59.04,"86,142,018,069",1917
Ukraine,2005,male,55-74 years,2151,3793291,56.71,"86,142,018,069",1917
Ukraine,2005,male,25-34 years,1467,3369930,43.53,"86,142,018,069",1917
Ukraine,2005,male,15-24 years,861,3784581,22.75,"86,142,018,069",1917
Ukraine,2005,female,75+ years,342,2109628,16.21,"86,142,018,069",1917
Ukraine,2005,female,55-74 years,576,5634590,10.22,"86,142,018,069",1917
Ukraine,2005,female,35-54 years,515,7160448,7.19,"86,142,018,069",1917
Ukraine,2005,female,25-34 years,182,3380536,5.38,"86,142,018,069",1917
Ukraine,2005,female,15-24 years,139,3626595,3.83,"86,142,018,069",1917
Ukraine,2005,male,5-14 years,49,2506950,1.95,"86,142,018,069",1917
Ukraine,2005,female,5-14 years,7,2384747,0.29,"86,142,018,069",1917
Ukraine,2006,male,75+ years,562,825192,68.11,"107,753,069,307",2418
Ukraine,2006,male,35-54 years,3420,6336363,53.97,"107,753,069,307",2418
Ukraine,2006,male,55-74 years,1993,3782567,52.69,"107,753,069,307",2418
Ukraine,2006,male,25-34 years,1455,3390847,42.91,"107,753,069,307",2418
Ukraine,2006,male,15-24 years,837,3739295,22.38,"107,753,069,307",2418
Ukraine,2006,female,75+ years,333,2134223,15.6,"107,753,069,307",2418
Ukraine,2006,female,55-74 years,563,5633228,9.99,"107,753,069,307",2418
Ukraine,2006,female,35-54 years,540,7108424,7.6,"107,753,069,307",2418
Ukraine,2006,female,25-34 years,170,3394295,5.01,"107,753,069,307",2418
Ukraine,2006,female,15-24 years,98,3577436,2.74,"107,753,069,307",2418
Ukraine,2006,male,5-14 years,33,2377451,1.39,"107,753,069,307",2418
Ukraine,2006,female,5-14 years,9,2260713,0.4,"107,753,069,307",2418
Ukraine,2007,male,75+ years,517,830015,62.29,"142,719,009,901",3229
Ukraine,2007,male,35-54 years,3392,6292640,53.9,"142,719,009,901",3229
Ukraine,2007,male,55-74 years,1922,3792721,50.68,"142,719,009,901",3229
Ukraine,2007,male,25-34 years,1546,3414696,45.27,"142,719,009,901",3229
Ukraine,2007,male,15-24 years,987,3673201,26.87,"142,719,009,901",3229
Ukraine,2007,female,75+ years,325,2125683,15.29,"142,719,009,901",3229
Ukraine,2007,female,55-74 years,483,5668759,8.52,"142,719,009,901",3229
Ukraine,2007,female,35-54 years,500,7060722,7.08,"142,719,009,901",3229
Ukraine,2007,female,25-34 years,181,3405078,5.32,"142,719,009,901",3229
Ukraine,2007,female,15-24 years,129,3511720,3.67,"142,719,009,901",3229
Ukraine,2007,male,5-14 years,39,2268187,1.72,"142,719,009,901",3229
Ukraine,2007,female,5-14 years,11,2155250,0.51,"142,719,009,901",3229
Ukraine,2008,male,75+ years,554,818086,67.72,"179,992,405,832",4104
Ukraine,2008,male,55-74 years,1854,3810278,48.66,"179,992,405,832",4104
Ukraine,2008,male,35-54 years,3027,6254054,48.4,"179,992,405,832",4104
Ukraine,2008,male,25-34 years,1452,3466915,41.88,"179,992,405,832",4104
Ukraine,2008,male,15-24 years,856,3561320,24.04,"179,992,405,832",4104
Ukraine,2008,female,75+ years,347,2087152,16.63,"179,992,405,832",4104
Ukraine,2008,female,55-74 years,483,5726858,8.43,"179,992,405,832",4104
Ukraine,2008,female,35-54 years,528,7018040,7.52,"179,992,405,832",4104
Ukraine,2008,female,25-34 years,182,3441323,5.29,"179,992,405,832",4104
Ukraine,2008,female,15-24 years,118,3405168,3.47,"179,992,405,832",4104
Ukraine,2008,male,5-14 years,36,2188808,1.64,"179,992,405,832",4104
Ukraine,2008,female,5-14 years,17,2078121,0.82,"179,992,405,832",4104
Ukraine,2009,male,75+ years,532,802009,66.33,"117,227,769,792",2691
Ukraine,2009,male,35-54 years,3133,6221337,50.36,"117,227,769,792",2691
Ukraine,2009,male,55-74 years,1882,3841612,48.99,"117,227,769,792",2691
Ukraine,2009,male,25-34 years,1504,3534883,42.55,"117,227,769,792",2691
Ukraine,2009,male,15-24 years,906,3418274,26.5,"117,227,769,792",2691
Ukraine,2009,female,75+ years,313,2034703,15.38,"117,227,769,792",2691
Ukraine,2009,female,55-74 years,556,5806966,9.57,"117,227,769,792",2691
Ukraine,2009,female,35-54 years,502,6971143,7.2,"117,227,769,792",2691
Ukraine,2009,female,25-34 years,186,3494937,5.32,"117,227,769,792",2691
Ukraine,2009,female,15-24 years,148,3267238,4.53,"117,227,769,792",2691
Ukraine,2009,male,5-14 years,34,2136975,1.59,"117,227,769,792",2691
Ukraine,2009,female,5-14 years,19,2027867,0.94,"117,227,769,792",2691
Ukraine,2010,male,75+ years,495,804695,61.51,"136,013,155,905",3141
Ukraine,2010,male,55-74 years,1827,3866232,47.26,"136,013,155,905",3141
Ukraine,2010,male,35-54 years,2853,6203439,45.99,"136,013,155,905",3141
Ukraine,2010,male,25-34 years,1457,3589324,40.59,"136,013,155,905",3141
Ukraine,2010,male,15-24 years,843,3271660,25.77,"136,013,155,905",3141
Ukraine,2010,female,75+ years,303,2016954,15.02,"136,013,155,905",3141
Ukraine,2010,female,55-74 years,479,5860094,8.17,"136,013,155,905",3141
Ukraine,2010,female,35-54 years,458,6928455,6.61,"136,013,155,905",3141
Ukraine,2010,female,15-24 years,154,3125122,4.93,"136,013,155,905",3141
Ukraine,2010,female,25-34 years,170,3534635,4.81,"136,013,155,905",3141
Ukraine,2010,male,5-14 years,35,2102478,1.66,"136,013,155,905",3141
Ukraine,2010,female,5-14 years,15,1993721,0.75,"136,013,155,905",3141
Ukraine,2011,male,75+ years,531,830200,63.96,"163,159,671,670",3788
Ukraine,2011,male,55-74 years,1761,3877753,45.41,"163,159,671,670",3788
Ukraine,2011,male,35-54 years,2664,6194997,43,"163,159,671,670",3788
Ukraine,2011,male,25-34 years,1457,3638908,40.04,"163,159,671,670",3788
Ukraine,2011,male,15-24 years,850,3114554,27.29,"163,159,671,670",3788
Ukraine,2011,female,75+ years,311,2047428,15.19,"163,159,671,670",3788
Ukraine,2011,female,55-74 years,552,5873828,9.4,"163,159,671,670",3788
Ukraine,2011,female,35-54 years,464,6890333,6.73,"163,159,671,670",3788
Ukraine,2011,female,15-24 years,157,2973653,5.28,"163,159,671,670",3788
Ukraine,2011,female,25-34 years,160,3570316,4.48,"163,159,671,670",3788
Ukraine,2011,male,5-14 years,46,2085831,2.21,"163,159,671,670",3788
Ukraine,2011,female,5-14 years,20,1976990,1.01,"163,159,671,670",3788
Ukraine,2012,male,75+ years,590,878262,67.18,"175,781,379,051",4096
Ukraine,2012,male,55-74 years,1768,3880830,45.56,"175,781,379,051",4096
Ukraine,2012,male,35-54 years,2680,6175567,43.4,"175,781,379,051",4096
Ukraine,2012,male,25-34 years,1450,3692383,39.27,"175,781,379,051",4096
Ukraine,2012,male,15-24 years,838,2960881,28.3,"175,781,379,051",4096
Ukraine,2012,female,75+ years,347,2131156,16.28,"175,781,379,051",4096
Ukraine,2012,female,55-74 years,524,5852504,8.95,"175,781,379,051",4096
Ukraine,2012,female,35-54 years,494,6837697,7.22,"175,781,379,051",4096
Ukraine,2012,female,25-34 years,186,3607893,5.16,"175,781,379,051",4096
Ukraine,2012,female,15-24 years,126,2819749,4.47,"175,781,379,051",4096
Ukraine,2012,male,5-14 years,35,2094456,1.67,"175,781,379,051",4096
Ukraine,2012,female,5-14 years,20,1984557,1.01,"175,781,379,051",4096
Ukraine,2014,male,75+ years,608,919141,66.15,"133,503,411,376",3299
Ukraine,2014,male,55-74 years,1558,3702856,42.08,"133,503,411,376",3299
Ukraine,2014,male,35-54 years,2363,5814873,40.64,"133,503,411,376",3299
Ukraine,2014,male,25-34 years,1302,3543016,36.75,"133,503,411,376",3299
Ukraine,2014,male,15-24 years,560,2541203,22.04,"133,503,411,376",3299
Ukraine,2014,female,75+ years,339,2203221,15.39,"133,503,411,376",3299
Ukraine,2014,female,55-74 years,465,5487093,8.47,"133,503,411,376",3299
Ukraine,2014,female,35-54 years,423,6365806,6.64,"133,503,411,376",3299
Ukraine,2014,female,25-34 years,197,3444110,5.72,"133,503,411,376",3299
Ukraine,2014,female,15-24 years,118,2408666,4.9,"133,503,411,376",3299
Ukraine,2014,male,5-14 years,21,2074827,1.01,"133,503,411,376",3299
Ukraine,2014,female,5-14 years,14,1959353,0.71,"133,503,411,376",3299
Ukraine,2015,male,75+ years,669,942786,70.96,"91,030,959,455",2256
Ukraine,2015,male,55-74 years,1644,3747724,43.87,"91,030,959,455",2256
Ukraine,2015,male,35-54 years,2181,5795334,37.63,"91,030,959,455",2256
Ukraine,2015,male,25-34 years,1114,3527229,31.58,"91,030,959,455",2256
Ukraine,2015,male,15-24 years,507,2408074,21.05,"91,030,959,455",2256
Ukraine,2015,female,75+ years,296,2261462,13.09,"91,030,959,455",2256
Ukraine,2015,female,55-74 years,399,5508376,7.24,"91,030,959,455",2256
Ukraine,2015,female,35-54 years,427,6309963,6.77,"91,030,959,455",2256
Ukraine,2015,female,15-24 years,117,2281055,5.13,"91,030,959,455",2256
Ukraine,2015,female,25-34 years,168,3421535,4.91,"91,030,959,455",2256
